SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22023,1626172,0022301198,"Apr 14, 2024",GSW vs. UTA,W,15,2,4,0.5,0,0,0.0,0,0,0.0,1,1,2,2,0,1,0,1,4,11,1
22023,1626172,0022301182,"Apr 12, 2024",GSW vs. NOP,L,8,2,3,0.667,0,0,0.0,2,2,1.0,2,0,2,0,0,1,0,0,6,-3,1
22023,1626172,0022301169,"Apr 11, 2024",GSW @ POR,W,21,4,6,0.667,0,0,0.0,1,2,0.5,4,7,11,0,2,4,2,2,9,19,1
22023,1626172,0022301142,"Apr 07, 2024",GSW vs. UTA,W,13,2,3,0.667,0,0,0.0,0,0,0.0,1,2,3,1,1,0,0,2,4,23,1
22023,1626172,0022301097,"Apr 05, 2024",GSW @ DAL,L,10,1,3,0.333,0,0,0.0,0,2,0.0,0,7,7,0,0,0,0,1,2,13,1
22023,1626172,0022301113,"Apr 04, 2024",GSW @ HOU,W,9,0,3,0.0,0,0,0.0,2,2,1.0,3,1,4,2,1,0,1,3,2,-1,1
22023,1626172,0022300589,"Apr 02, 2024",GSW vs. DAL,W,10,0,0,0.0,0,0,0.0,0,0,0.0,2,2,4,1,0,0,1,1,0,-1,1
22023,1626172,0022301085,"Mar 31, 2024",GSW @ SAS,W,9,1,1,1.0,0,0,0.0,2,2,1.0,1,1,2,1,0,0,0,1,4,-4,1
22023,1626172,0022301062,"Mar 29, 2024",GSW @ CHA,W,10,3,4,0.75,0,0,0.0,2,2,1.0,1,6,7,1,0,0,1,1,8,8,1
22023,1626172,0022301049,"Mar 27, 2024",GSW @ ORL,W,15,2,2,1.0,0,0,0.0,0,0,0.0,1,6,7,0,0,1,0,2,4,3,1
